"","ID_CEPESP","ANO_ELEICAO","SIGLA_UE","UF","NUMERO_CANDIDATO","CODIGO_CARGO","NOME_CANDIDATO","DESC_SIT_TOT_TURNO","NUMERO_PARTIDO","NOME_PARTIDO","SIGLA_PARTIDO","TIPO_LEGENDA","COMPOSICAO_LEGENDA","SEQUENCIA_COLIGACAO","NOME_COLIGACAO","COMPOSICAO_COLIGACAO","IDENTIFICADOR_LEGENDA","COLIGACAO","ID_LEGENDA","NUM_PARTIDOS_COLIGACAO","TOTAL_VOTOS_LEGENDA","TOTAL_VOTOS_NOMINAIS","TOTAL_VOTOS_LEGENDA_PARTIDO_ISOLADO","TOTAL_VOTOS_PARTIDO","TOTAL_NOMINAIS_LEGENDA","TOTAL_VOTOS_LISTA","RANK_LISTA","RANK_PARTIDO","DISTANCIA_PARA_ULTIMO_ELEITO_EM_VOTOS","ULTIMO_ELEITO","DISTANCIA_ABSOLUTA_PARA_ULTIMO_ELEITO_EM_VOTOS","DISTANCIA_EM_VOTOS_PARA_N_MENOS_UM","SHARE_CANDIDATO_LISTA","N_CADEIRAS_GANHAS_PARTIDO","N_CADEIRAS_GANHAS_COLIGACAO"
"11","1177669","2018","AC","AC","1300","06","DARLA CRISTINA PENHA ALMEIDA DE OLIVEIRA","SUPLENTE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","PT / PSB / PHS / PC DO B / DC","100000502200","FRENTE POPULAR DO ACRE I","PT / PSB / PHS / PC DO B / DC","FRENTE POPULAR DO ACRE I",1,"067",5,5818,208,0,39098,72127,77945,11,5,14673,0,14673,-45,0.27,1,2
"12","1463059","2018","AC","AC","2713","06","FELIPE RIBEIRO DA SILVA LIMA","SUPLENTE","27","DEMOCRACIA CRISTÃ","DC","COLIGAÇÃO","PT / PSB / PHS / PC DO B / DC","100000502200","FRENTE POPULAR DO ACRE I","PT / PSB / PHS / PC DO B / DC","FRENTE POPULAR DO ACRE I",1,"067",5,5818,71,0,679,72127,77945,12,3,14810,0,14810,-137,0.09,0,2
"13","1463080","2018","AC","AC","4545","06","CYLMARA FERNANDES DA ROCHA GRIPP","ELEITO POR QP","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,40047,0,40047,206524,218225,1,1,-21324,0,21324,NA,18.35,1,5
"14","1166784","2018","AC","AC","1515","06","JESSICA ROJAS SALES","ELEITO POR QP","15","MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,28717,0,48877,206524,218225,2,1,-9994,0,9994,-11330,13.16,2,5
"15","1166906","2018","AC","AC","2525","06","ALAN RICK MIRANDA","ELEITO POR QP","25","DEMOCRATAS","DEM","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,22263,0,22263,206524,218225,3,1,-3540,0,3540,-6454,10.2,1,5
"16","1166869","2018","AC","AC","7777","06","VANDA DENIR MILANI NOGUEIRA","ELEITO POR QP","77","SOLIDARIEDADE","SOLIDARIEDADE","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,22219,0,22219,206524,218225,4,1,-3496,0,3496,-44,10.18,1,5
"17","0000729","2018","AC","AC","1555","06","FLAVIANO FLAVIO BAPTISTA DE MELO","ELEITO POR MÉDIA","15","MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,18723,0,48877,206524,218225,5,2,0,1,0,-3496,8.58,2,5
"18","0391645","2018","AC","AC","2222","06","ANTÔNIA LUCILÉIA CRUZ RAMOS CÂMARA","SUPLENTE","22","PARTIDO DA REPÚBLICA","PR","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,15336,0,15336,206524,218225,6,1,3387,0,3387,-3387,7.03,0,5
"19","1463140","2018","AC","AC","1122","06","RUDILEI SOARES DE SOUZA","SUPLENTE","11","PROGRESSISTAS","PP","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,12905,0,26832,206524,218225,7,1,5818,0,5818,-2431,5.91,0,5
"20","1462950","2018","AC","AC","5555","06","MARIVALDO GONÇALVES DE MELO","SUPLENTE","55","PARTIDO SOCIAL DEMOCRÁTICO","PSD","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,12049,0,12049,206524,218225,8,1,6674,0,6674,-856,5.52,0,5
"21","1166949","2018","AC","AC","1144","06","NELSON RODRIGUES SALES","SUPLENTE","11","PROGRESSISTAS","PP","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,9165,0,26832,206524,218225,9,2,9558,0,9558,-2884,4.2,0,5
"22","1462908","2018","AC","AC","2323","06","ROSANA SOUSA DO NASCIMENTO","SUPLENTE","23","PARTIDO POPULAR SOCIALISTA","PPS","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,5948,0,5948,206524,218225,10,1,12775,0,12775,-3217,2.73,0,5
"23","1462905","2018","AC","AC","3333","06","EMILIO VIRGILIO LIMA DE OLIVEIRA","SUPLENTE","33","PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,5536,0,5536,206524,218225,11,1,13187,0,13187,-412,2.54,0,5
"24","1462906","2018","AC","AC","1111","06","JOSÉ CAVALCANTE DAMASCENO JÚNIOR","SUPLENTE","11","PROGRESSISTAS","PP","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,4762,0,26832,206524,218225,12,3,13961,0,13961,-774,2.18,0,5
"25","1463079","2018","AC","AC","1414","06","CHARLENE MARIA DE LIMA","SUPLENTE","14","PARTIDO TRABALHISTA BRASILEIRO","PTB","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,4124,0,4124,206524,218225,13,1,14599,0,14599,-638,1.89,0,5
"26","1177497","2018","AC","AC","3611","06","JOSÉ EDIMAR SANTIAGO DE MELO JUNIOR","SUPLENTE","36","PARTIDO TRABALHISTA CRISTÃO","PTC","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,3293,0,3293,206524,218225,14,1,15430,0,15430,-831,1.51,0,5
"27","1462901","2018","AC","AC","1551","06","ROBERTO FERES","SUPLENTE","15","MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,1308,0,48877,206524,218225,15,3,17415,0,17415,-1985,0.6,2,5
"28","1463150","2018","AC","AC","1593","06","EUDEMIR GOMES BEZERRA","NÃO ELEITO","15","MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB","COLIGAÇÃO","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","100000500740","MUDANÇA E COMPETÊNCIA 1","PP / PSDB / PSD / MDB / DEM / SOLIDARIEDADE / PTC / PMN / PR / PTB / PPS","MUDANÇA E COMPETÊNCIA 1",1,"097",11,11701,129,0,48877,206524,218225,16,4,18594,0,18594,-1179,0.06,2,5
"29","0880905","2018","AC","AC","1212","06","JESUS SERGIO DE MENEZES","ELEITO POR MÉDIA","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,9537,2254,39735,736562,736562,1,1,0,1,0,NA,1.29,1,1
"30","0870527","2018","AC","AC","1233","06","EBER SILVA MACHADO","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,8400,2254,39735,736562,736562,2,2,1137,0,1137,-1137,1.14,1,1
"31","0391612","2018","AC","AC","1234","06","JOSE ADRIANO RIBEIRO DA SILVA","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,6858,2254,39735,736562,736562,3,3,2679,0,2679,-1542,0.93,1,1
"32","1463029","2018","AC","AC","1255","06","CRISTOVAM PONTES DE MOURA","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,5587,2254,39735,736562,736562,4,4,3950,0,3950,-1271,0.76,1,1
"33","1462927","2018","AC","AC","1222","06","PEDRO RAIMUNDO DE OLIVEIRA","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,5058,2254,39735,736562,736562,5,5,4479,0,4479,-529,0.69,1,1
"34","1166810","2018","AC","AC","1277","06","CLEIDE MARIA FERREIRA DE ARAUJO","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,1087,2254,39735,736562,736562,6,6,8450,0,8450,-3971,0.15,1,1
"35","0015449","2018","AC","AC","1200","06","EURICO CARVALHO CORDEIRO ","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,794,2254,39735,736562,736562,7,7,8743,0,8743,-293,0.11,1,1
"36","1177397","2018","AC","AC","1244","06","JOSÉ ELISSANDRO LOPES REGO","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,689,2254,39735,736562,736562,8,8,8848,0,8848,-105,0.09,1,1
"37","0880792","2018","AC","AC","1213","06","FRANCISCO DE ASSIS DANTAS CASTRO","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,399,2254,39735,736562,736562,9,9,9138,0,9138,-290,0.05,1,1
"38","1177519","2018","AC","AC","1207","06","MARIA DE JESUS GOMES DA SILVA CAVALCANTE","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,385,2254,39735,736562,736562,10,10,9152,0,9152,-14,0.05,1,1
"39","0662285","2018","AC","AC","1211","06","PAULO SORIANO DA SILVA","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,309,2254,39735,736562,736562,11,11,9228,0,9228,-76,0.04,1,1
"40","1177249","2018","AC","AC","1223","06","DARLENE SILVA DE SOUZA","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,288,2254,39735,736562,736562,12,12,9249,0,9249,-21,0.04,1,1
"41","1463087","2018","AC","AC","1220","06","DINEIA ANDRADE PINHEIRO","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,130,2254,39735,736562,736562,13,13,9407,0,9407,-158,0.02,1,1
"42","1463077","2018","AC","AC","1217","06","JONILSON CABRAL DOS SANTOS ","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,121,2254,39735,736562,736562,14,14,9416,0,9416,-9,0.02,1,1
"43","0400392","2018","AC","AC","1224","06","RAIMUNDO NONATO DE CASTRO","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,71,2254,39735,736562,736562,15,15,9466,0,9466,-50,0.01,1,1
"44","1463136","2018","AC","AC","1250","06","SANDRA MARIA SILVA FERREIRA","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","PARTIDO ISOLADO","PDT","100000500630","#NULO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,"12",1,0,22,2254,39735,736562,736562,16,16,9515,0,9515,-49,0,1,1
"45","0870715","2018","AL","AL","4040","06","JOÃO HENRIQUE HOLANDA CALDAS","ELEITO POR QP","40","PARTIDO SOCIALISTA BRASILEIRO","PSB","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,178645,0,179803,579412,610520,1,1,-134438,0,134438,NA,29.26,1,4
"46","0000735","2018","AL","AL","1111","06","ARTHUR CESAR PEREIRA DE LIRA","ELEITO POR QP","11","PROGRESSISTAS","PP","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,143858,0,169881,579412,610520,2,1,-99651,0,99651,-34787,23.56,1,4
"47","0662901","2018","AL","AL","1010","06","SEVERINO DE LIRA PESSÔA","ELEITO POR QP","10","PARTIDO REPUBLICANO BRASILEIRO","PRB","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,70413,0,70413,579412,610520,3,1,-26206,0,26206,-73445,11.53,1,4
"48","0021762","2018","AL","AL","4544","06","TEREZA NELMA DA SILVA PORTO VIANA SOARES","ELEITO POR MÉDIA","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,44207,0,113347,579412,610520,4,1,0,1,0,-26206,7.24,1,4
"49","1167182","2018","AL","AL","4566","06","PEDRO TORRES BRANDAO VILELA","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,37203,0,113347,579412,610520,5,2,7004,0,7004,-7004,6.09,1,4
"50","0401448","2018","AL","AL","4500","06","JOSE EDUARDO ACCIOLY CANUTO","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,31937,0,113347,579412,610520,6,3,12270,0,12270,-5266,5.23,1,4
"51","0404562","2018","AL","AL","3636","06","FERNANDO JAMES BRAZ COLLOR DE MELLO","SUPLENTE","36","PARTIDO TRABALHISTA CRISTÃO","PTC","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,16250,0,20207,579412,610520,7,1,27957,0,27957,-15687,2.66,0,4
"52","0403501","2018","AL","AL","1144","06","JOSÉ LUIZ VASCONCELLOS DOS ANJOS","SUPLENTE","11","PROGRESSISTAS","PP","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,12508,0,169881,579412,610520,8,2,31699,0,31699,-3742,2.05,1,4
"53","1463177","2018","AL","AL","2000","06","WALTER DO VALLE DE MELO JÚNIOR","SUPLENTE","20","PARTIDO SOCIAL CRISTÃO","PSC","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,12014,0,14545,579412,610520,9,1,32193,0,32193,-494,1.97,0,4
"54","1167116","2018","AL","AL","1110","06","HEMERSON CASADO GAMA","SUPLENTE","11","PROGRESSISTAS","PP","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,9311,0,169881,579412,610520,10,3,34896,0,34896,-2703,1.53,1,4
"55","0018007","2018","AL","AL","9090","06","GEOBERTO OMENA DE OLIVEIRA","SUPLENTE","90","PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS","COLIGAÇÃO","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","200000504470","ALAGOAS COM O POVO II","PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM","ALAGOAS COM O POVO II",1,"012",8,31108,6808,0,6808,579412,610520,11,1,37399,0,37399,-2503,1.12,0,4
