"","ID_CEPESP","ANO_ELEICAO","SIGLA_UE","UF","NUMERO_CANDIDATO","CODIGO_CARGO","NOME_CANDIDATO","DESC_SIT_TOT_TURNO","NUMERO_PARTIDO","NOME_PARTIDO","SIGLA_PARTIDO","TIPO_LEGENDA","COMPOSICAO_LEGENDA","SEQUENCIA_COLIGACAO","NOME_COLIGACAO","COMPOSICAO_COLIGACAO","IDENTIFICADOR_LEGENDA","COLIGACAO","ID_LEGENDA","NUM_PARTIDOS_COLIGACAO","TOTAL_VOTOS_LEGENDA","TOTAL_VOTOS_NOMINAIS","TOTAL_VOTOS_LEGENDA_PARTIDO_ISOLADO","TOTAL_VOTOS_PARTIDO","TOTAL_NOMINAIS_LEGENDA","TOTAL_VOTOS_LISTA","RANK_LISTA","RANK_PARTIDO","DISTANCIA_PARA_ULTIMO_ELEITO_EM_VOTOS","ULTIMO_ELEITO","DISTANCIA_ABSOLUTA_PARA_ULTIMO_ELEITO_EM_VOTOS","DISTANCIA_EM_VOTOS_PARA_N_MENOS_UM","SHARE_CANDIDATO_LISTA"
"1","0000565","1998","AC","AC","1313","06","MARCOS AFONSO PONTES DE SOUZA","ELEITO","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,21556,0,39090,59112,76349,1,1,-13925,0,13925,NA,28.23
"2","0000629","1998","AC","AC","1234","06","SÉRGIO SEBASTIÃO DE BARROS","ELEITO","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,7969,0,7969,59112,76349,2,1,-338,0,338,-13587,10.44
"3","0000695","1998","AC","AC","1311","06","NILSON MOURA LEITE MOURAO","MÉDIA","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,7631,0,39090,59112,76349,3,2,0,1,0,-338,9.99
"4","0000571","1998","AC","AC","4545","06","NORMANDO RODRIGUES SALES","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,5968,0,9348,59112,76349,4,1,1663,0,1663,-1663,7.82
"5","0000702","1998","AC","AC","1300","06","JOAO ANTONIO RODRIGUES BRONZEADO","SUPLENTE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,5690,0,39090,59112,76349,5,3,1941,0,1941,-278,7.45
"6","0000657","1998","AC","AC","1312","06","TÁCIO DE BRITO","SUPLENTE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,4197,0,39090,59112,76349,6,4,3434,0,3434,-1493,5.5
"7","0000529","1998","AC","AC","4555","06","NILSON DIAS BARBOSA","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,2016,0,9348,59112,76349,7,2,5615,0,5615,-2181,2.64
"8","0000503","1998","AC","AC","6565","06","MÁRCIO JOSÉ BATISTA","SUPLENTE","65","PARTIDO COMUNISTA DO BRASIL","PC DO B","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,1477,0,1477,59112,76349,8,1,6154,0,6154,-539,1.93
"9","0000597","1998","AC","AC","4040","06","JAIRON ALCIR SANTOS DO NASCIMENTO","SUPLENTE","40","PARTIDO SOCIALISTA BRASILEIRO","PSB","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,567,0,567,59112,76349,9,1,7064,0,7064,-910,0.74
"10","0000636","1998","AC","AC","4567","06","JOSÉ BATISTA DE MACEDO","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,470,0,9348,59112,76349,10,3,7161,0,7161,-97,0.62
"11","0000631","1998","AC","AC","2222","06","ELAINE ALAB RUIZ","SUPLENTE","22","PARTIDO LIBERAL","PL","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,349,0,349,59112,76349,11,1,7282,0,7282,-121,0.46
"12","0000566","1998","AC","AC","4554","06","MANOEL FRANCISCO LOPES DE MIRANDA","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,266,0,9348,59112,76349,12,4,7365,0,7365,-83,0.35
"13","0000504","1998","AC","AC","4566","06","FRANCISCO SILVA LIMA","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,229,0,9348,59112,76349,13,5,7402,0,7402,-37,0.3
"14","0000624","1998","AC","AC","7068","06","FRANCISCO ALVES DO NASCIMENTO FILHO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,219,0,219,59112,76349,14,1,7412,0,7412,-10,0.29
"15","0000448","1998","AC","AC","4518","06","ANTONIO DANZICOURT E SILVA","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,217,0,9348,59112,76349,15,6,7414,0,7414,-2,0.28
"16","0000688","1998","AC","AC","4577","06","SANDOVAL FEITOSA DE MENEZES","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,182,0,9348,59112,76349,16,7,7449,0,7449,-35,0.24
"17","0000455","1998","AC","AC","3344","06","CLEBER PERES DE ALBUQUERQUE","SUPLENTE","33","PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,93,0,93,59112,76349,17,1,7538,0,7538,-89,0.12
"18","0000584","1998","AC","AC","1330","06","ALBERTO FERNANDES RODRIGUES","SUPLENTE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","PC DO B / PDT / PL / PMN / PPS / PSB / PSDB / PT / PT DO B","-30000000000","FRENTE POPULAR DO ACRE","PDT / PT / PTB / PSL / PL / PPS / PMN / PSB / PV / PSDB / PC DO B / PT DO B","FRENTE POPULAR DO ACRE",1,"065",9,17237,16,0,39090,59112,76349,18,5,7615,0,7615,-77,0.02
"19","0000538","1998","AC","AC","1111","06","JOAO TOTA SOARES DE FIGUEIREDO","ELEITO","11","PARTIDO PROGRESSISTA BRASILEIRO","PPB","PARTIDO ISOLADO","PPB","-30000000000","#NULO","#NULO","PARTIDO PROGRESSISTA BRASILEIRO",0,"11",1,0,5477,2512,26960,883891,883891,1,1,0,1,0,NA,0.62
"20","0000714","1998","AC","AC","1122","06","EMILIO ASSMAR SOBRINHO","SUPLENTE","11","PARTIDO PROGRESSISTA BRASILEIRO","PPB","PARTIDO ISOLADO","PPB","-30000000000","#NULO","#NULO","PARTIDO PROGRESSISTA BRASILEIRO",0,"11",1,0,5003,2512,26960,883891,883891,2,2,474,0,474,-474,0.57
"21","0000602","1998","AC","AC","1112","06","CARLOS ALBERTO SANTIAGO DE MELO","SUPLENTE","11","PARTIDO PROGRESSISTA BRASILEIRO","PPB","PARTIDO ISOLADO","PPB","-30000000000","#NULO","#NULO","PARTIDO PROGRESSISTA BRASILEIRO",0,"11",1,0,4316,2512,26960,883891,883891,3,3,1161,0,1161,-687,0.49
"22","0000508","1998","AC","AC","1119","06","NIXON DA SILVA PESSOA","SUPLENTE","11","PARTIDO PROGRESSISTA BRASILEIRO","PPB","PARTIDO ISOLADO","PPB","-30000000000","#NULO","#NULO","PARTIDO PROGRESSISTA BRASILEIRO",0,"11",1,0,3585,2512,26960,883891,883891,4,4,1892,0,1892,-731,0.41
"23","0000549","1998","AC","AC","1110","06","NARCISO MENDES DE ASSIS","SUPLENTE","11","PARTIDO PROGRESSISTA BRASILEIRO","PPB","PARTIDO ISOLADO","PPB","-30000000000","#NULO","#NULO","PARTIDO PROGRESSISTA BRASILEIRO",0,"11",1,0,2713,2512,26960,883891,883891,5,5,2764,0,2764,-872,0.31
"24","0000476","1998","AC","AC","1103","06","JORGE KALUME","SUPLENTE","11","PARTIDO PROGRESSISTA BRASILEIRO","PPB","PARTIDO ISOLADO","PPB","-30000000000","#NULO","#NULO","PARTIDO PROGRESSISTA BRASILEIRO",0,"11",1,0,1678,2512,26960,883891,883891,6,6,3799,0,3799,-1035,0.19
"25","0000490","1998","AC","AC","1102","06","MARIA LUCIMAR LIMA ARAGÃO","SUPLENTE","11","PARTIDO PROGRESSISTA BRASILEIRO","PPB","PARTIDO ISOLADO","PPB","-30000000000","#NULO","#NULO","PARTIDO PROGRESSISTA BRASILEIRO",0,"11",1,0,1106,2512,26960,883891,883891,7,7,4371,0,4371,-572,0.13
"26","0000456","1998","AC","AC","1118","06","LUIS ANTONIO MARTINS","SUPLENTE","11","PARTIDO PROGRESSISTA BRASILEIRO","PPB","PARTIDO ISOLADO","PPB","-30000000000","#NULO","#NULO","PARTIDO PROGRESSISTA BRASILEIRO",0,"11",1,0,45,2512,26960,883891,883891,8,8,5432,0,5432,-1061,0.01
"27","0000715","1998","AC","AC","1505","06","MÁRCIO MIGUEL BITTAR","ELEITO","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,7810,3338,26417,2028580,2028580,1,1,0,1,0,NA,0.38
"28","0000451","1998","AC","AC","1510","06","REGINA AMÉLIA D ALENCAR LINO","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,5468,3338,26417,2028580,2028580,2,2,2342,0,2342,-2342,0.27
"29","0000670","1998","AC","AC","1580","06","ROBERTO CARLOS VAZ DE AZEVEDO","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,3536,3338,26417,2028580,2028580,3,3,4274,0,4274,-1932,0.17
"30","0000572","1998","AC","AC","1555","06","FRANCISCO CHAGAS DA COSTA FREITAS","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,2613,3338,26417,2028580,2028580,4,4,5197,0,5197,-923,0.13
"31","0000491","1998","AC","AC","1590","06","EURACY DE SOUSA BONNER","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,2086,3338,26417,2028580,2028580,5,5,5724,0,5724,-527,0.1
"32","0000570","1998","AC","AC","1515","06","JOSÉ AFONSO VASCONCELOS FERNANDES","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,1732,3338,26417,2028580,2028580,6,6,6078,0,6078,-354,0.09
"33","0000713","1998","AC","AC","1517","06","ARTUR HENRIQUE MARQUES MIGUEIS","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,1600,3338,26417,2028580,2028580,7,7,6210,0,6210,-132,0.08
"34","0000717","1998","AC","AC","1513","06","RAIMUNDO LOPES DE MELO","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,737,3338,26417,2028580,2028580,8,8,7073,0,7073,-863,0.04
"35","0000452","1998","AC","AC","1512","06","ITAMAR PEREIRA DE SÁ","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,647,3338,26417,2028580,2028580,9,9,7163,0,7163,-90,0.03
"36","0000519","1998","AC","AC","1501","06","FRANCISCA DAS CHAGAS MACHADO DA ROCHA","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","PARTIDO ISOLADO","PMDB","-30000000000","#NULO","#NULO","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,"15",1,0,188,3338,26417,2028580,2028580,10,10,7622,0,7622,-459,0.01
"37","0000681","1998","AC","AC","2580","06","HILDEBRANDO PASCOAL NOGUEIRA NETO","ELEITO","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,18356,3377,69610,347934,347934,1,1,-8345,0,8345,NA,5.28
"38","0000696","1998","AC","AC","2510","06","ILDEFONÇO RODRIGUES CORDEIRO","ELEITO","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,10673,3377,69610,347934,347934,2,2,-662,0,662,-7683,3.07
"39","0000649","1998","AC","AC","2500","06","MARIA ZILA FROTA BEZERRA DE OLIVEIRA","MÉDIA","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,10011,3377,69610,347934,347934,3,3,0,1,0,-662,2.88
"40","0000678","1998","AC","AC","2555","06","JOSÉ ALEKSANDRO DA SILVA","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,9327,3377,69610,347934,347934,4,4,684,0,684,-684,2.68
"41","0000616","1998","AC","AC","2522","06","CLÓVIS CORREA DE QUEIROZ","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,9011,3377,69610,347934,347934,5,5,1000,0,1000,-316,2.59
"42","0000723","1998","AC","AC","2512","06","MARIA LENICE DA SILVA BARROS","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,3986,3377,69610,347934,347934,6,6,6025,0,6025,-5025,1.15
"43","0000482","1998","AC","AC","2533","06","ANTONIO AQUINO LOPES","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,2407,3377,69610,347934,347934,7,7,7604,0,7604,-1579,0.69
"44","0000524","1998","AC","AC","2591","06","JULIANA RODRIGUES DE OLIVEIRA","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,2099,3377,69610,347934,347934,8,8,7912,0,7912,-308,0.6
"45","0000653","1998","AC","AC","2525","06","OSMIR DALBUQUERQUE LIMA FILHO","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,1238,3377,69610,347934,347934,9,9,8773,0,8773,-861,0.36
"46","0000680","1998","AC","AC","2511","06","JOSÉ HUMBERTO GOMES DE SOUZA","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,1170,3377,69610,347934,347934,10,10,8841,0,8841,-68,0.34
"47","0000535","1998","AC","AC","2566","06","MÁRIO MAIA","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,994,3377,69610,347934,347934,11,11,9017,0,9017,-176,0.29
"48","0000603","1998","AC","AC","2588","06","DOURIVAL DE FARIAS","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,178,3377,69610,347934,347934,12,12,9833,0,9833,-816,0.05
"49","0000676","1998","AC","AC","2560","06","ELIVALDO DA SILVA PEREIRA","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","PARTIDO ISOLADO","PFL","-30000000000","#NULO","#NULO","PARTIDO DA FRENTE LIBERAL",0,"25",1,0,160,3377,69610,347934,347934,13,13,9851,0,9851,-18,0.05
"50","0000765","1998","AL","AL","1515","06","OLAVO CALHEIROS FILHO","ELEITO","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,82772,0,111157,337782,422348,1,1,-49623,0,49623,NA,19.6
"51","0000916","1998","AL","AL","4580","06","JOSEFA SANTOS CUNHA","ELEITO","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,54968,0,121441,337782,422348,2,1,-21819,0,21819,-27804,13.01
"52","0000798","1998","AL","AL","4555","06","JOSE THOMAZ DA SILVA NONO NETTO","ELEITO","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,51274,0,121441,337782,422348,3,2,-18125,0,18125,-3694,12.14
"53","0000836","1998","AL","AL","2525","06","AUGUSTO CESAR CAVALCANTE FARIAS","ELEITO","25","PARTIDO DA FRENTE LIBERAL","PFL","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,47426,0,72035,337782,422348,4,1,-14277,0,14277,-3848,11.23
"54","0000900","1998","AL","AL","1414","06","ALBERICO CORDEIRO DA SILVA","MÉDIA","14","PARTIDO TRABALHISTA BRASILEIRO","PTB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,33149,0,33149,337782,422348,5,1,0,1,0,-14277,7.85
"55","0000971","1998","AL","AL","2555","06","PEDRO TALVANE LUIS GAMA DE ALBUQUERQUE NETO","SUPLENTE","25","PARTIDO DA FRENTE LIBERAL","PFL","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,24609,0,72035,337782,422348,6,2,8540,0,8540,-8540,5.83
"56","0000819","1998","AL","AL","4567","06","JOSE HELENILDO RIBEIRO MONTEIRO","SUPLENTE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,15199,0,121441,337782,422348,7,3,17950,0,17950,-9410,3.6
"57","0000941","1998","AL","AL","1505","06","DIVALDO SURUAGY","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,14222,0,111157,337782,422348,8,2,18927,0,18927,-977,3.37
"58","0000883","1998","AL","AL","1508","06","JOSE MARINHO MUNIZ FALCAO","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,9175,0,111157,337782,422348,9,3,23974,0,23974,-5047,2.17
"59","0000740","1998","AL","AL","1511","06","ROMEU SILVA PITA","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,3342,0,111157,337782,422348,10,4,29807,0,29807,-5833,0.79
"60","0000929","1998","AL","AL","1555","06","FILADELFO BISPO","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,1632,0,111157,337782,422348,11,5,31517,0,31517,-1710,0.39
"61","0000827","1998","AL","AL","1599","06","JOSE RAIMUNDO DE ALBUQUERQUE TAVARES","SUPLENTE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","PFL / PMDB / PSDB / PTB","-30000000000","ALAGOAS NO CAMINHO CERTO","PTB / PMDB / PFL / PGT / PSDB","ALAGOAS NO CAMINHO CERTO",1,"003",4,84566,14,0,111157,337782,422348,12,6,33135,0,33135,-1618,0
