"","UF","ID_LEGENDA","ID_CEPESP","ANO_ELEICAO","SIGLA_UE","NUMERO_CANDIDATO","CODIGO_CARGO","NOME_CANDIDATO","DES_SITUACAO_CANDIDATURA","COD_SIT_TOT_TURNO","DESC_SIT_TOT_TURNO","COD_SITUACAO_CANDIDATO_TOT","DES_SITUACAO_CANDIDATO_TOT","NUMERO_PARTIDO","NOME_PARTIDO","SIGLA_PARTIDO","TIPO_LEGENDA","CODIGO_LEGENDA","SIGLA_LEGENDA","COMPOSICAO_LEGENDA","SEQUENCIA_COLIGACAO","NOME_COLIGACAO","COMPOSICAO_COLIGACAO","QTDE_VOTOS","QTDE_VOTO_NOMINAL","QTDE_VOTO_LEGENDA","IDENTIFICADOR_LEGENDA","COLIGACAO","NUM_PARTIDOS_COLIGACAO","TOTAL_VOTOS_LEGENDA","TOTAL_VOTOS_NOMINAIS","TOTAL_VOTOS_LEGENDA_PARTIDO_ISOLADO","TOTAL_VOTOS_PARTIDO","TOTAL_NOMINAIS_LEGENDA","TOTAL_VOTOS_LISTA","RANK_LISTA","RANK_PARTIDO","DISTANCIA_PARA_ULTIMO_ELEITO_EM_VOTOS","ULTIMO_ELEITO","DISTANCIA_EM_VOTOS_PARA_N_MENOS_UM_LISTA","DISTANCIA_EM_VOTOS_PARA_N_MENOS_UM_PARTIDO","SHARE_CANDIDATO_LISTA","DISTANCIA_ABSOLUTA_PARA_N_MENOS_UM_LISTA","DISTANCIA_ABSOLUTA_PARA_N_MENOS_UM_PARTIDO","QUEBRA_MAXIMA_LISTA","QUEBRA_MAXIMA_PARTIDO","N_COMPETIDORES_LISTA","N_COMPETIDORES_PARTIDO","N_TOTAL_COMPETIDORES_DISTRITO"
"12","AC","042","0654187","2006","AC","2360","06","FRANCISCO ROBERTO RODRIGUES MARTINS","DEFERIDO","5","SUPLENTE","#NE","#NE","23","PARTIDO POPULAR SOCIALISTA","PPS","COLIGAÇÃO","1035","#NE","PDT / PMDB / PPS","102400000000","FRENTE CIDADÃ","PDT / PMDB / PPS","2","2","0","FRENTE CIDADÃ",1,3,8716,1059,0,30421,72919,81635,10,5,-924,0,-113,-113,1.3,113,113,0,0,16,8,51
"13","AC","042","0015407","2006","AC","1599","06","JOSÉ MARQUES LEITE NETO","DEFERIDO","5","SUPLENTE","#NE","#NE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","1035","#NE","PDT / PMDB / PPS","102400000000","FRENTE CIDADÃ","PDT / PMDB / PPS","1","1","0","FRENTE CIDADÃ",1,3,8716,592,0,27328,72919,81635,12,5,-457,0,-361,-467,0.73,361,467,0,0,16,6,51
"14","AC","042","0000620","2006","AC","2300","06","JOSÉ BRAZ ALVES PEDROZA","DEFERIDO","5","SUPLENTE","#NE","#NE","23","PARTIDO POPULAR SOCIALISTA","PPS","COLIGAÇÃO","1035","#NE","PDT / PMDB / PPS","102400000000","FRENTE CIDADÃ","PDT / PMDB / PPS","1","1","0","FRENTE CIDADÃ",1,3,8716,953,0,30421,72919,81635,11,6,-818,0,-106,361,1.17,106,361,0,0,16,8,51
"15","AC","042","0015924","2006","AC","1522","06","ALDEMIR LOPES DA SILVA","DEFERIDO","5","SUPLENTE","#NE","#NE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","1035","#NE","PDT / PMDB / PPS","102400000000","FRENTE CIDADÃ","PDT / PMDB / PPS","1","1","0","FRENTE CIDADÃ",1,3,8716,135,0,27328,72919,81635,16,6,0,1,-79,-818,0.17,79,818,0,0,16,6,51
"16","AC","042","0016293","2006","AC","2369","06","FRANCISCO HAMILTON D ÁVILA LUCENA","DEFERIDO","5","SUPLENTE","#NE","#NE","23","PARTIDO POPULAR SOCIALISTA","PPS","COLIGAÇÃO","1035","#NE","PDT / PMDB / PPS","102400000000","FRENTE CIDADÃ","PDT / PMDB / PPS","1","1","0","FRENTE CIDADÃ",1,3,8716,414,0,30421,72919,81635,13,7,-279,0,-178,279,0.51,178,279,0,0,16,8,51
"17","AC","042","0400476","2006","AC","2345","06","CÉLIO TEIXEIRA DE SOUZA","DEFERIDO","5","SUPLENTE","#NE","#NE","23","PARTIDO POPULAR SOCIALISTA","PPS","COLIGAÇÃO","1035","#NE","PDT / PMDB / PPS","102400000000","FRENTE CIDADÃ","PDT / PMDB / PPS","1","1","0","FRENTE CIDADÃ",1,3,8716,312,0,30421,72919,81635,14,8,-177,0,-102,-102,0.38,102,102,0,0,16,8,51
"18","AC","060","0015578","2006","AC","6513","06","MARIA PERPÉTUA ALMEIDA","DEFERIDO","1","ELEITO","#NE","#NE","65","PARTIDO COMUNISTA DO BRASIL","PC DO B","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","28","28","0","FRENTE POPULAR DO ACRE I",1,7,14159,28748,0,28748,196390,210549,1,1,-28600,0,NA,NA,13.65,NA,NA,NA,NA,19,1,51
"19","AC","060","0000472","2006","AC","3333","06","SERGIO DE OLIVEIRA CUNHA","DEFERIDO","1","ELEITO","#NE","#NE","33","PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","14","14","0","FRENTE POPULAR DO ACRE I",1,7,14159,27936,0,27936,196390,210549,2,1,-27788,0,-812,-812,13.27,812,812,0,1,19,1,51
"20","AC","060","0654288","2006","AC","1122","06","GLADSON DE LIMA CAMELI","DEFERIDO","1","ELEITO","#NE","#NE","11","PARTIDO PROGRESSISTA","PP","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","6","6","0","FRENTE POPULAR DO ACRE I",1,7,14159,18886,0,56535,196390,210549,3,1,-18738,0,-9050,-9050,8.97,9050,9050,1,1,19,6,51
"21","AC","060","0391513","2006","AC","1399","06","FERNANDO MELO DA COSTA","DEFERIDO","1","ELEITO","#NE","#NE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","20","20","0","FRENTE POPULAR DO ACRE I",1,7,14159,18385,0,61493,196390,210549,4,1,-18237,0,-501,-501,8.73,501,501,0,0,19,4,51
"22","AC","060","0391543","2006","AC","2222","06","EDILBERTO AFONSO DE MORAIS JÚNIOR","DEFERIDO","5","SUPLENTE","#NE","#NE","22","PARTIDO LIBERAL","PL","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","4","4","0","FRENTE POPULAR DO ACRE I",1,7,14159,13801,0,13801,196390,210549,7,1,-13653,0,-984,-4584,6.55,984,4584,0,1,19,1,51
"23","AC","060","0391609","2006","AC","4012","06","JOSÉ AFONSO GEBER","DEFERIDO","5","SUPLENTE","#NE","#NE","40","PARTIDO SOCIALISTA BRASILEIRO","PSB","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","4","4","0","FRENTE POPULAR DO ACRE I",1,7,14159,4013,0,7729,196390,210549,13,1,-3865,0,-3586,-9788,1.91,3586,9788,0,1,19,5,51
"24","AC","060","0400413","2006","AC","2813","06","NAZARÉ FERNANDES DA SILVA","DEFERIDO","5","SUPLENTE","#NE","#NE","28","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO","PRTB","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","1","1","0","FRENTE POPULAR DO ACRE I",1,7,14159,148,0,148,196390,210549,19,1,0,1,-136,-3865,0.07,136,3865,0,1,19,1,51
"25","AC","060","0000695","2006","AC","1313","06","NILSON MOURA LEITE MOURÃO","DEFERIDO","1","ELEITO","#NE","#NE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","9","9","0","FRENTE POPULAR DO ACRE I",1,7,14159,15111,0,61493,196390,210549,5,2,-14963,0,-3274,14963,7.18,3274,14963,0,1,19,4,51
"26","AC","060","0391645","2006","AC","1112","06","ANTONIA LUCILÉIA CRUZ RAMOS CÂMARA","DEFERIDO","5","SUPLENTE","#NE","#NE","11","PARTIDO PROGRESSISTA","PP","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","2","2","0","FRENTE POPULAR DO ACRE I",1,7,14159,10177,0,56535,196390,210549,9,2,-10029,0,-3035,-4934,4.83,3035,4934,0,0,19,6,51
"27","AC","060","0391619","2006","AC","4040","06","JESUS RODRIGUES DA SILVA","DEFERIDO","5","SUPLENTE","#NE","#NE","40","PARTIDO SOCIALISTA BRASILEIRO","PSB","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","2","2","0","FRENTE POPULAR DO ACRE I",1,7,14159,2344,0,7729,196390,210549,14,2,-2196,0,-1669,-7833,1.11,1669,7833,0,0,19,5,51
"28","AC","060","0391689","2006","AC","1345","06","HENRIQUE AFONSO SOARES LIMA","DEFERIDO","3","MÉDIA","#NE","#NE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","4","4","0","FRENTE POPULAR DO ACRE I",1,7,14159,14785,0,61493,196390,210549,6,3,-14637,0,-326,12441,7.02,326,12441,0,0,19,4,51
"29","AC","060","0000538","2006","AC","1111","06","JOÃO TOTA SOARES DE FIGUEIREDO","DEFERIDO","5","SUPLENTE","#NE","#NE","11","PARTIDO PROGRESSISTA","PP","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","4","4","0","FRENTE POPULAR DO ACRE I",1,7,14159,9286,0,56535,196390,210549,10,3,-9138,0,-891,-5499,4.41,891,5499,0,0,19,6,51
"30","AC","060","0654246","2006","AC","4000","06","WALDY ROCHA DE CARVALHO FILHO","DEFERIDO","5","SUPLENTE","#NE","#NE","40","PARTIDO SOCIALISTA BRASILEIRO","PSB","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","1","1","0","FRENTE POPULAR DO ACRE I",1,7,14159,589,0,7729,196390,210549,16,3,-441,0,-1691,-8697,0.28,1691,8697,0,0,19,5,51
"31","AC","060","0000702","2006","AC","1300","06","JOÃO ANTONIO RODRIGUES BRONZEADO","DEFERIDO","5","SUPLENTE","#NE","#NE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","2","2","0","FRENTE POPULAR DO ACRE I",1,7,14159,13212,0,61493,196390,210549,8,4,-13064,0,-589,12623,6.28,589,12623,0,0,19,4,51
"32","AC","060","0400636","2006","AC","1123","06","ROBERTO BARROS JUNIOR","DEFERIDO","5","SUPLENTE","#NE","#NE","11","PARTIDO PROGRESSISTA","PP","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","7","7","0","FRENTE POPULAR DO ACRE I",1,7,14159,8307,0,56535,196390,210549,11,4,-8159,0,-979,-4905,3.95,979,4905,0,0,19,6,51
"33","AC","060","0015469","2006","AC","4023","06","JOSE IVANILSON NERI GUEDES","DEFERIDO","5","SUPLENTE","#NE","#NE","40","PARTIDO SOCIALISTA BRASILEIRO","PSB","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","1","1","0","FRENTE POPULAR DO ACRE I",1,7,14159,499,0,7729,196390,210549,17,4,-351,0,-90,-7808,0.24,90,7808,0,0,19,5,51
"34","AC","060","0000520","2006","AC","1106","06","JOSE RAIMUNDO BARROZO BESTENE","DEFERIDO","5","SUPLENTE","#NE","#NE","11","PARTIDO PROGRESSISTA","PP","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","11","11","0","FRENTE POPULAR DO ACRE I",1,7,14159,7599,0,56535,196390,210549,12,5,-7451,0,-708,7100,3.61,708,7100,0,0,19,6,51
"35","AC","060","0654224","2006","AC","4066","06","SÔNIA MARIA ALVES TAMBORINI","DEFERIDO","5","SUPLENTE","#NE","#NE","40","PARTIDO SOCIALISTA BRASILEIRO","PSB","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","2","2","0","FRENTE POPULAR DO ACRE I",1,7,14159,284,0,7729,196390,210549,18,5,-136,0,-215,-7315,0.13,215,7315,0,0,19,5,51
"36","AC","060","0383346","2006","AC","1133","06","JONAS VELASQUES FELICIO","DEFERIDO","5","SUPLENTE","#NE","#NE","11","PARTIDO PROGRESSISTA","PP","COLIGAÇÃO","1012","#NE","PP / PT / PL / PRTB / PMN / PSB / PC DO B","100000000000","FRENTE POPULAR DO ACRE I","PC DO B / PL / PMN / PP / PRTB / PSB / PT","3","3","0","FRENTE POPULAR DO ACRE I",1,7,14159,2280,0,56535,196390,210549,15,6,-2132,0,-64,1996,1.08,64,1996,0,0,19,6,51
"37","AC","100","0015911","2006","AC","4555","06","ANTONIA FRANÇA DE OLIVEIRA","DEFERIDO","4","NÃO ELEITO","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,11889,0,18337,19534,22755,1,1,-11874,0,NA,NA,52.25,NA,NA,NA,NA,13,6,51
"38","AC","100","0654159","2006","AC","2555","06","OSCAR RIBEIRO","DEFERIDO","4","NÃO ELEITO","#NE","#NE","25","PARTIDO DA FRENTE LIBERAL","PFL","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,315,0,956,19534,22755,3,1,-300,0,-5419,-11574,1.38,5419,11574,0,1,13,5,51
"39","AC","100","0654153","2006","AC","1422","06","ZENIRA FÁTIMA DE SOUZA ÁVILA","INDEFERIDO","8","REGISTRO NEGADO ANTES DA ELEIÇÃO","#NE","#NE","14","PARTIDO TRABALHISTA BRASILEIRO","PTB","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,226,0,241,19534,22755,7,1,-211,0,-17,-89,0.99,17,89,0,0,13,2,51
"40","AC","100","0000629","2006","AC","4567","06","SÉRGIO SEBASTIÃO DE BARROS","DEFERIDO","4","NÃO ELEITO","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","4","4","0","PRODUZIR PARA EMPREGAR",1,3,3221,5734,0,18337,19534,22755,2,2,-5719,0,-6155,5508,25.2,6155,5508,1,1,13,6,51
"41","AC","100","0654180","2006","AC","2500","06","CARLOS ALBERTO PEREIRA RODRIGUES","DEFERIDO","4","NÃO ELEITO","#NE","#NE","25","PARTIDO DA FRENTE LIBERAL","PFL","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,263,0,956,19534,22755,5,2,-248,0,-2,-5471,1.16,2,5471,0,0,13,5,51
"42","AC","100","0015677","2006","AC","1400","06","ALUÍZIO BEZERRA DE OLIVEIRA","DEFERIDO","4","NÃO ELEITO","#NE","#NE","14","PARTIDO TRABALHISTA BRASILEIRO","PTB","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,15,0,241,19534,22755,13,2,0,1,-9,-248,0.07,9,248,0,1,13,2,51
"43","AC","100","0015910","2006","AC","4512","06","FRANCISCO NONATO DE CASTRO","DEFERIDO","4","NÃO ELEITO","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,265,0,18337,19534,22755,4,3,-250,0,-50,250,1.16,50,250,0,0,13,6,51
"44","AC","100","0654175","2006","AC","2577","06","CLEOSSILVIO TEIXEIRA CARDOSO","DEFERIDO","4","NÃO ELEITO","#NE","#NE","25","PARTIDO DA FRENTE LIBERAL","PFL","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,243,0,956,19534,22755,6,3,-228,0,-20,-22,1.07,20,22,0,0,13,5,51
"45","AC","100","0654247","2006","AC","4545","06","FRANCISCO XAVIER BARBOSA DE LIMA","DEFERIDO","4","NÃO ELEITO","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,218,0,18337,19534,22755,8,4,-203,0,-8,-25,0.96,8,25,0,0,13,6,51
"46","AC","100","0654160","2006","AC","2543","06","FLÁVIO BONNER FILHO","DEFERIDO","4","NÃO ELEITO","#NE","#NE","25","PARTIDO DA FRENTE LIBERAL","PFL","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,111,0,956,19534,22755,10,4,-96,0,-30,-107,0.49,30,107,0,0,13,5,51
"47","AC","100","0015842","2006","AC","4500","06","ANTONIO CARLOS DE LIMA","DEFERIDO","4","NÃO ELEITO","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,141,0,18337,19534,22755,9,5,-126,0,-77,30,0.62,77,30,0,0,13,6,51
"48","AC","100","0654213","2006","AC","2525","06","JOSE MESSIAS RIBEIRO","DEFERIDO","4","NÃO ELEITO","#NE","#NE","25","PARTIDO DA FRENTE LIBERAL","PFL","COLIGAÇÃO","1043","#NE","PSDB / PFL / PTB","102700000000","PRODUZIR PARA EMPREGAR","PFL / PSDB / PTB","1","1","0","PRODUZIR PARA EMPREGAR",1,3,3221,24,0,956,19534,22755,12,5,-9,0,-66,-117,0.11,66,117,0,0,13,5,51
