"","UF","ID_LEGENDA","ID_CEPESP","ANO_ELEICAO","SIGLA_UE","NUMERO_CANDIDATO","CODIGO_CARGO","NOME_CANDIDATO","DES_SITUACAO_CANDIDATURA","COD_SIT_TOT_TURNO","DESC_SIT_TOT_TURNO","COD_SITUACAO_CANDIDATO_TOT","DES_SITUACAO_CANDIDATO_TOT","NUMERO_PARTIDO","NOME_PARTIDO","SIGLA_PARTIDO","TIPO_LEGENDA","CODIGO_LEGENDA","SIGLA_LEGENDA","COMPOSICAO_LEGENDA","SEQUENCIA_COLIGACAO","NOME_COLIGACAO","COMPOSICAO_COLIGACAO","QTDE_VOTOS","QTDE_VOTO_NOMINAL","QTDE_VOTO_LEGENDA","IDENTIFICADOR_LEGENDA","COLIGACAO","NUM_PARTIDOS_COLIGACAO","TOTAL_VOTOS_LEGENDA","TOTAL_VOTOS_NOMINAIS","TOTAL_VOTOS_LEGENDA_PARTIDO_ISOLADO","TOTAL_VOTOS_PARTIDO","TOTAL_NOMINAIS_LEGENDA","TOTAL_VOTOS_LISTA","RANK_LISTA","RANK_PARTIDO","DISTANCIA_PARA_ULTIMO_ELEITO_EM_VOTOS","ULTIMO_ELEITO","DISTANCIA_EM_VOTOS_PARA_N_MENOS_UM_LISTA","DISTANCIA_EM_VOTOS_PARA_N_MENOS_UM_PARTIDO","SHARE_CANDIDATO_LISTA","DISTANCIA_ABSOLUTA_PARA_N_MENOS_UM_LISTA","DISTANCIA_ABSOLUTA_PARA_N_MENOS_UM_PARTIDO","QUEBRA_MAXIMA_LISTA","QUEBRA_MAXIMA_PARTIDO","N_COMPETIDORES_LISTA","N_COMPETIDORES_PARTIDO","N_TOTAL_COMPETIDORES_DISTRITO"
"11","AC","024","0000533","2010","AC","3636","06","HAROLDO ONOFRE DE ANDRADE E SILVA","DEFERIDO","2","SUPLENTE","#NE","#NE","36","PARTIDO TRABALHISTA CRISTÃO","PTC","COLIGAÇÃO","10000000011","#NE","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","100000000110","FPA II","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","1","1","0","FPA II",1,14,18333,526,0,526,177914,196247,17,1,-17406,0,-181,-181,0.27,181,181,0,1,19,1,37
"12","AC","024","0391625","2010","AC","1310","06","TAUMATURGO LIMA CORDEIRO","DEFERIDO","5","MÉDIA","#NE","#NE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","10000000011","#NE","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","100000000110","FPA II","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","1","1","0","FPA II",1,14,18333,17932,0,74571,177914,196247,5,2,0,1,-2374,17406,9.14,2374,17406,0,1,19,6,37
"13","AC","024","0397613","2010","AC","4343","06","MARCOS ANTONIO SILVA TORRES","DEFERIDO","2","SUPLENTE","#NE","#NE","43","PARTIDO VERDE","PV","COLIGAÇÃO","10000000011","#NE","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","100000000110","FPA II","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","1","1","0","FPA II",1,14,18333,2147,0,22453,177914,196247,13,2,-15785,0,-182,-15785,1.09,182,15785,0,1,19,2,37
"14","AC","024","0662259","2010","AC","4455","06","SIDNEY DIAS DE OLIVEIRA","DEFERIDO","2","SUPLENTE","#NE","#NE","44","PARTIDO REPUBLICANO PROGRESSISTA","PRP","COLIGAÇÃO","10000000011","#NE","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","100000000110","FPA II","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","1","1","0","FPA II",1,14,18333,1393,0,4337,177914,196247,15,2,-16539,0,-656,-754,0.71,656,754,0,0,19,2,37
"15","AC","024","0391543","2010","AC","2222","06","EDILBERTO AFONSO DE MORAES JUNIOR","DEFERIDO","2","SUPLENTE","#NE","#NE","22","PARTIDO DA REPÚBLICA","PR","COLIGAÇÃO","10000000011","#NE","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","100000000110","FPA II","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","1","1","0","FPA II",1,14,18333,149,0,2198,177914,196247,19,2,-17783,0,-7,-1244,0.08,7,1244,0,1,19,2,37
"16","AC","024","0654236","2010","AC","1331","06","LEONARDO CUNHA DE BRITO","DEFERIDO","2","SUPLENTE","#NE","#NE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","10000000011","#NE","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","100000000110","FPA II","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","1","1","0","FPA II",1,14,18333,13826,0,74571,177914,196247,6,3,-4106,0,-4106,13677,7.05,4106,13677,0,0,19,6,37
"17","AC","024","0391513","2010","AC","1399","06","FERNANDO MELO DA COSTA","DEFERIDO","2","SUPLENTE","#NE","#NE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","10000000011","#NE","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","100000000110","FPA II","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","24","24","0","FPA II",1,14,18333,11018,0,74571,177914,196247,7,4,-6914,0,-2808,-2808,5.61,2808,2808,0,0,19,6,37
"18","AC","024","0870528","2010","AC","1333","06","IDESIO LUIS FRANKE","DEFERIDO","2","SUPLENTE","#NE","#NE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","10000000011","#NE","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","100000000110","FPA II","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","1","1","0","FPA II",1,14,18333,6481,0,74571,177914,196247,8,5,-11451,0,-4537,-4537,3.3,4537,4537,0,0,19,6,37
"19","AC","024","0000601","2010","AC","1324","06","MARIUSA DE CARVALHO","DEFERIDO","2","SUPLENTE","#NE","#NE","13","PARTIDO DOS TRABALHADORES","PT","COLIGAÇÃO","10000000011","#NE","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","100000000110","FPA II","PC DO B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSDC / PT / PTB / PTC / PTN / PV","1","1","0","FPA II",1,14,18333,156,0,74571,177914,196247,18,6,-17776,0,-370,-6325,0.08,370,6325,0,0,19,6,37
"20","AC","042","0000715","2010","AC","4545","06","MARCIO MIGUEL BITTAR","DEFERIDO","1","ELEITO","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","17","17","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,52183,0,61746,135596,149879,1,1,36334,0,NA,NA,34.82,NA,NA,NA,NA,18,7,37
"21","AC","042","0000729","2010","AC","1555","06","FLAVIANO FLAVIO BAPTISTA DE MELO","DEFERIDO","1","ELEITO","#NE","#NE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","6","6","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,36301,0,40921,135596,149879,2,1,20452,0,-15882,-15882,24.22,15882,15882,0,1,18,2,37
"22","AC","042","0391645","2010","AC","2010","06","ANTONIA LUCILEIA CRUZ RAMOS CAMARA","DEFERIDO","1","ELEITO","#NE","#NE","20","PARTIDO SOCIAL CRISTÃO","PSC","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","21","21","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,15849,0,16868,135596,149879,3,1,0,1,-20452,-20452,10.57,20452,20452,1,1,18,3,37
"23","AC","042","0661743","2010","AC","3333","06","SOLANGE MARIA PINHO PASCOAL","DEFERIDO","2","SUPLENTE","#NE","#NE","33","PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","14","14","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,10513,0,10745,135596,149879,4,1,-5336,0,-5336,-5336,7.01,5336,5336,0,1,18,2,37
"24","AC","042","0400831","2010","AC","2323","06","FRANCISCO ALVES VIEIRA","DEFERIDO","2","SUPLENTE","#NE","#NE","23","PARTIDO POPULAR SOCIALISTA","PPS","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","1","1","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,3378,0,4235,135596,149879,6,1,-12471,0,-1242,-7135,2.25,1242,7135,0,1,18,3,37
"25","AC","042","0654301","2010","AC","2555","06","MANOEL PEREIRA DE FREITAS","DEFERIDO","2","SUPLENTE","#NE","#NE","25","DEMOCRATAS","DEM","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","1","1","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,1081,0,1081,135596,149879,11,1,-14768,0,-1,-2297,0.72,1,2297,0,1,18,1,37
"26","AC","042","0391621","2010","AC","1515","06","DEODATO NUNES DE FRANÇA","DEFERIDO","2","SUPLENTE","#NE","#NE","15","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","PMDB","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","2","2","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,4620,0,40921,135596,149879,5,2,-11229,0,-5893,3539,3.08,5893,3539,0,0,18,2,37
"27","AC","042","0016394","2010","AC","4569","06","FRANCISCO CARLOS DE OLIVEIRA DE LIMA","DEFERIDO","2","SUPLENTE","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","2","2","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,3377,0,61746,135596,149879,7,2,-12472,0,-1,-1243,2.25,1,1243,0,0,18,7,37
"28","AC","042","0016443","2010","AC","2345","06","MAURICIO DINIZ LIMA","DEFERIDO","2","SUPLENTE","#NE","#NE","23","PARTIDO POPULAR SOCIALISTA","PPS","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","1","1","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,744,0,4235,135596,149879,13,2,-15105,0,-199,-2633,0.5,199,2633,0,0,18,3,37
"29","AC","042","0870459","2010","AC","2009","06","MIGUEL ARCANJO DE SOUZA CARNEIRO","DEFERIDO","2","SUPLENTE","#NE","#NE","20","PARTIDO SOCIAL CRISTÃO","PSC","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","1","1","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,567,0,16868,135596,149879,14,2,-15282,0,-177,-177,0.38,177,177,0,0,18,3,37
"30","AC","042","0662461","2010","AC","3345","06","SOZA MARIA ALMEIDA DO NASCIMENTO","DEFERIDO","2","SUPLENTE","#NE","#NE","33","PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","1","1","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,232,0,10745,135596,149879,17,2,-15617,0,-80,-335,0.15,80,335,0,0,18,2,37
"31","AC","042","0400392","2010","AC","4533","06","RAIMUNDO NONATO DE CASTRO","DEFERIDO","2","SUPLENTE","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","1","1","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,2492,0,61746,135596,149879,8,3,-13357,0,-885,2260,1.66,885,2260,0,1,18,7,37
"32","AC","042","0662002","2010","AC","2012","06","UAGLA BELMONT ALVES","DEFERIDO","2","SUPLENTE","#NE","#NE","20","PARTIDO SOCIAL CRISTÃO","PSC","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","6","6","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,452,0,16868,135596,149879,15,3,-15397,0,-115,-2040,0.3,115,2040,0,0,18,3,37
"33","AC","042","0870414","2010","AC","2369","06","MARIA DA ROCHA SEVERO","DEFERIDO","2","SUPLENTE","#NE","#NE","23","PARTIDO POPULAR SOCIALISTA","PPS","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","1","1","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,113,0,4235,135596,149879,18,3,-15736,0,-119,-339,0.08,119,339,0,0,18,3,37
"34","AC","042","0015528","2010","AC","4588","06","ELISABETH APARECIDA GARCIA RODRIGUES","DEFERIDO","2","SUPLENTE","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","35","35","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,1357,0,61746,135596,149879,9,4,-14492,0,-1135,1244,0.91,1135,1244,0,0,18,7,37
"35","AC","042","0000495","2010","AC","4580","06","FRANCISCO JOSE BENICIO DIAS","DEFERIDO","2","SUPLENTE","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","1","1","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,1082,0,61746,135596,149879,10,5,-14767,0,-275,-275,0.72,275,275,0,0,18,7,37
"36","AC","042","0870424","2010","AC","4565","06","JOSE ALVES DE MORAES","DEFERIDO","2","SUPLENTE","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","3","3","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,943,0,61746,135596,149879,12,6,-14906,0,-138,-139,0.63,138,139,0,0,18,7,37
"37","AC","042","0661984","2010","AC","4563","06","EDSON FIRMINO DE PAULA","DEFERIDO","2","SUPLENTE","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","10000000009","#NE","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","100000000090","LIBERDADE E PRODUZIR PARA EMPREGAR I","DEM / PMDB / PMN / PPS / PSC / PSDB / PSL / PT DO B","1","1","0","LIBERDADE E PRODUZIR PARA EMPREGAR I",1,8,14283,312,0,61746,135596,149879,16,7,-15537,0,-140,-631,0.21,140,631,0,0,18,7,37
"38","AL","027","0391771","2010","AL","4500","06","RUI SOARES PALMEIRA","DEFERIDO","1","ELEITO","#NE","#NE","45","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB","COLIGAÇÃO","20000000010","#NE","DEM / PP / PPS / PSB / PSC / PSDB","200000000100","FRENTE PELO BEM DE ALAGOAS","DEM / PP / PPS / PSB / PSC / PSDB","8","8","0","FRENTE PELO BEM DE ALAGOAS",1,6,44867,118363,0,243738,465347,510214,1,1,33687,0,NA,NA,23.2,NA,NA,NA,NA,18,5,68
"39","AL","027","0000741","2010","AL","4040","06","GIVALDO DE SÁ GOUVEIA","DEFERIDO","1","ELEITO","#NE","#NE","40","PARTIDO SOCIALISTA BRASILEIRO","PSB","COLIGAÇÃO","20000000010","#NE","DEM / PP / PPS / PSB / PSC / PSDB","200000000100","FRENTE PELO BEM DE ALAGOAS","DEM / PP / PPS / PSB / PSC / PSDB","34","34","0","FRENTE PELO BEM DE ALAGOAS",1,6,44867,92268,0,96394,465347,510214,2,1,7592,0,-26095,-26095,18.08,26095,26095,0,1,18,4,68
"40","AL","027","0000735","2010","AL","1111","06","ARTHUR CESAR PEREIRA DE LIRA","DEFERIDO","1","ELEITO","#NE","#NE","11","PARTIDO PROGRESSISTA","PP","COLIGAÇÃO","20000000010","#NE","DEM / PP / PPS / PSB / PSC / PSDB","200000000100","FRENTE PELO BEM DE ALAGOAS","DEM / PP / PPS / PSB / PSC / PSDB","10","10","0","FRENTE PELO BEM DE ALAGOAS",1,6,44867,84676,0,84788,465347,510214,3,1,0,1,-7592,-7592,16.6,7592,7592,0,1,18,2,68
